userID,userName,mediaID,mediaDate,mediaLocationLat,mediaLocationLong,mediaCommentFrom_id,mediaCommentFrom_userName,mediaComment_time,text_length,comment_text
13528260,iamgalla,1201472980655470566_13528260,2016/3/8,36.2302,-121.7723,1044979396,preciouxtone_,2016/3/14,35,
13528260,iamgalla,1201472980655470566_13528260,2016/3/8,36.2302,-121.7723,671239366,acatarinaff,2016/3/14,29,
13528260,iamgalla,1201472980655470566_13528260,2016/3/8,36.2302,-121.7723,299938310,carolinepmt,2016/3/14,14,
13528260,iamgalla,1201472980655470566_13528260,2016/3/8,36.2302,-121.7723,516616707,mafaldarebordao,2016/3/14,18,
13528260,iamgalla,1201069799920301932_13528260,2016/3/7,36.371387,-121.90195,1904679148,kartal_esma_bjk,2016/3/11,38,
13528260,iamgalla,1201069799920301932_13528260,2016/3/7,36.371387,-121.90195,290307748,florenciatena,2016/3/12,7,
13528260,iamgalla,1201069799920301932_13528260,2016/3/7,36.371387,-121.90195,33116659,tophertan,2016/3/13,10,
13528260,iamgalla,1201069799920301932_13528260,2016/3/7,36.371387,-121.90195,15663501,peter_jackson,2016/3/13,8,
13528260,iamgalla,1200785528961824364_13528260,2016/3/7,36.260857,-121.79306,7426429,ngozali,2016/3/10,7,
13528260,iamgalla,1200785528961824364_13528260,2016/3/7,36.260857,-121.79306,266635957,ursula3282,2016/3/13,2,
13528260,iamgalla,1200785528961824364_13528260,2016/3/7,36.260857,-121.79306,33116659,tophertan,2016/3/13,10,
13528260,iamgalla,1200785528961824364_13528260,2016/3/7,36.260857,-121.79306,255847766,2wavycrockett,2016/3/13,7,
13528260,iamgalla,1200193532907943764_13528260,2016/3/6,36.23795,-121.76821,277940090,cekiraut,2016/3/11,19,
13528260,iamgalla,1200193532907943764_13528260,2016/3/6,36.23795,-121.76821,2253494350,joseluis.arcas,2016/3/11,17,
13528260,iamgalla,1200193532907943764_13528260,2016/3/6,36.23795,-121.76821,33116659,tophertan,2016/3/13,14,
13528260,iamgalla,1200193532907943764_13528260,2016/3/6,36.23795,-121.76821,2959681257,julia.pestrik,2016/3/13,18,
13528260,iamgalla,1200100266929747092_13528260,2016/3/6,36.23795,-121.76821,33116659,tophertan,2016/3/13,31,
13528260,iamgalla,1200100266929747092_13528260,2016/3/6,36.23795,-121.76821,181955178,kay_marte,2016/3/13,15,
13528260,iamgalla,1200100266929747092_13528260,2016/3/6,36.23795,-121.76821,1989034702,hilal_altayy,2016/3/14,64,
13528260,iamgalla,1200100266929747092_13528260,2016/3/6,36.23795,-121.76821,27506906,rhiannonbianca,2016/3/14,79,
